learning_rate,replication,method,update,selected,sample_rho,feature_cov_lambda_max,global_L_bound,global_eta_max,directional_L_bound,eta_times_directional_L,condition_holds
0.25,0,raw,15,raw,0.9917309270574407,11.549399927600614,5.774699963800307,0.17316917004669866,3.8270634039565063,0.9567658509891266,1.0
0.25,0,raw,16,raw,0.9775525249519355,11.549399927600614,5.774699963800307,0.17316917004669866,3.8562386777872244,0.9640596694468061,1.0
0.25,0,ppo,1,ppo,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.086181642908341,0.7715454107270853,1.0
0.25,0,ppo,2,ppo,0.9980024349994318,11.549399927600614,5.774699963800307,0.17316917004669866,4.183574410855054,1.0458936027137635,0.0
0.25,0,ppo,3,ppo,0.9942573941706397,11.549399927600614,5.774699963800307,0.17316917004669866,3.511181917133257,0.8777954792833143,1.0
0.25,0,ppo,4,ppo,0.9908539732522276,11.549399927600614,5.774699963800307,0.17316917004669866,2.3466125256558104,0.5866531314139526,1.0
0.25,0,ppo,5,ppo,0.9791292136893288,11.549399927600614,5.774699963800307,0.17316917004669866,3.8362391671251737,0.9590597917812934,1.0
0.25,0,ppo,6,ppo,0.9901747728238943,11.549399927600614,5.774699963800307,0.17316917004669866,3.6555957414507594,0.9138989353626898,1.0
0.25,0,ppo,7,ppo,0.9867624971970587,11.549399927600614,5.774699963800307,0.17316917004669866,4.398005067020076,1.099501266755019,0.0
0.25,0,ppo,8,ppo,0.983848752947318,11.549399927600614,5.774699963800307,0.17316917004669866,4.631279102044271,1.1578197755110677,0.0
0.25,0,ppo,9,ppo,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.4695956905157495,0.8673989226289374,1.0
0.25,0,ppo,10,ppo,0.9964185586726071,11.549399927600614,5.774699963800307,0.17316917004669866,3.7995322286338644,0.9498830571584661,1.0
0.25,0,ppo,11,ppo,0.9930693269229944,11.549399927600614,5.774699963800307,0.17316917004669866,3.829194619386401,0.9572986548466003,1.0
0.25,0,ppo,12,ppo,0.9915501450787889,11.549399927600614,5.774699963800307,0.17316917004669866,2.9312947812726025,0.7328236953181506,1.0
0.25,0,ppo,13,ppo,0.9884468128549254,11.549399927600614,5.774699963800307,0.17316917004669866,4.08473807477314,1.021184518693285,0.0
0.25,0,ppo,14,ppo,0.9931501155963867,11.549399927600614,5.774699963800307,0.17316917004669866,3.706775304764011,0.9266938261910027,1.0
0.25,0,ppo,15,ppo,0.9948283880150092,11.549399927600614,5.774699963800307,0.17316917004669866,3.8066139311588962,0.9516534827897241,1.0
0.25,0,ppo,16,ppo,0.9829841453444466,11.549399927600614,5.774699963800307,0.17316917004669866,3.7816989323501553,0.9454247330875388,1.0
0.25,0,mse_oracle,1,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.086181642908341,0.7715454107270853,1.0
0.25,0,mse_oracle,2,raw,0.9980024349994318,11.549399927600614,5.774699963800307,0.17316917004669866,4.183574410855054,1.0458936027137635,0.0
0.25,0,mse_oracle,3,raw,0.9942573941706397,11.549399927600614,5.774699963800307,0.17316917004669866,3.511181917133257,0.8777954792833143,1.0
0.25,0,mse_oracle,4,ppo,0.9908539732522276,11.549399927600614,5.774699963800307,0.17316917004669866,2.3466125256558104,0.5866531314139526,1.0
0.25,0,mse_oracle,5,ppo,0.9791292136893288,11.549399927600614,5.774699963800307,0.17316917004669866,3.8362391671251737,0.9590597917812934,1.0
0.25,0,mse_oracle,6,ppo,0.9901747728238943,11.549399927600614,5.774699963800307,0.17316917004669866,3.6555957414507594,0.9138989353626898,1.0
0.25,0,mse_oracle,7,ppo,0.9867624971970587,11.549399927600614,5.774699963800307,0.17316917004669866,4.398005067020076,1.099501266755019,0.0
0.25,0,mse_oracle,8,ppo,0.983848752947318,11.549399927600614,5.774699963800307,0.17316917004669866,4.631279102044271,1.1578197755110677,0.0
0.25,0,mse_oracle,9,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.4695956905157495,0.8673989226289374,1.0
0.25,0,mse_oracle,10,raw,0.9964185586726071,11.549399927600614,5.774699963800307,0.17316917004669866,3.7995322286338644,0.9498830571584661,1.0
0.25,0,mse_oracle,11,ppo,0.9930693269229944,11.549399927600614,5.774699963800307,0.17316917004669866,3.829194619386401,0.9572986548466003,1.0
0.25,0,mse_oracle,12,ppo,0.9915501450787889,11.549399927600614,5.774699963800307,0.17316917004669866,2.9312947812726025,0.7328236953181506,1.0
0.25,0,mse_oracle,13,ppo,0.9884468128549254,11.549399927600614,5.774699963800307,0.17316917004669866,4.08473807477314,1.021184518693285,0.0
0.25,0,mse_oracle,14,ppo,0.9931501155963867,11.549399927600614,5.774699963800307,0.17316917004669866,3.706775304764011,0.9266938261910027,1.0
0.25,0,mse_oracle,15,ppo,0.9948283880150092,11.549399927600614,5.774699963800307,0.17316917004669866,3.8066139311588962,0.9516534827897241,1.0
0.25,0,mse_oracle,16,ppo,0.9829841453444466,11.549399927600614,5.774699963800307,0.17316917004669866,3.7816989323501553,0.9454247330875388,1.0
0.25,1,raw,1,raw,0.9999999999999999,11.549399927600614,5.774699963800307,0.17316917004669866,3.1617716357849486,0.7904429089462371,1.0
0.25,1,raw,2,raw,0.9979118260463428,11.549399927600614,5.774699963800307,0.17316917004669866,3.2832322571446886,0.8208080642861721,1.0
0.25,1,raw,3,raw,0.9973233517374596,11.549399927600614,5.774699963800307,0.17316917004669866,4.276856229442906,1.0692140573607265,0.0
0.25,1,raw,4,raw,0.9902764903782414,11.549399927600614,5.774699963800307,0.17316917004669866,3.663760732428694,0.9159401831071735,1.0
0.25,1,raw,5,raw,0.979404007091858,11.549399927600614,5.774699963800307,0.17316917004669866,3.3059660615170645,0.8264915153792661,1.0
0.25,1,raw,6,raw,0.9861620920785316,11.549399927600614,5.774699963800307,0.17316917004669866,3.9865108793962585,0.9966277198490646,1.0
0.25,1,raw,7,raw,0.9872664351821556,11.549399927600614,5.774699963800307,0.17316917004669866,2.7230662048144985,0.6807665512036246,1.0
0.25,1,raw,8,raw,0.9738630818611679,11.549399927600614,5.774699963800307,0.17316917004669866,4.486756364588726,1.1216890911471815,0.0
0.25,1,raw,9,raw,1.0000000000000002,11.549399927600614,5.774699963800307,0.17316917004669866,3.9014846423266367,0.9753711605816592,1.0
0.25,1,raw,10,raw,0.9969535941040446,11.549399927600614,5.774699963800307,0.17316917004669866,4.1888443101894985,1.0472110775473746,0.0
0.25,1,raw,11,raw,0.9916596373815447,11.549399927600614,5.774699963800307,0.17316917004669866,3.3989071826894457,0.8497267956723614,1.0
0.25,1,raw,12,raw,0.9854496698264757,11.549399927600614,5.774699963800307,0.17316917004669866,4.385882760827487,1.0964706902068717,0.0
0.25,1,raw,13,raw,0.9848031819010278,11.549399927600614,5.774699963800307,0.17316917004669866,2.717571795508853,0.6793929488772132,1.0
0.25,1,raw,14,raw,0.9830396576226528,11.549399927600614,5.774699963800307,0.17316917004669866,3.2808599061018997,0.8202149765254749,1.0
0.25,1,raw,15,raw,0.9860976019950513,11.549399927600614,5.774699963800307,0.17316917004669866,3.1462404866788747,0.7865601216697187,1.0
0.25,1,raw,16,raw,0.98364345037498,11.549399927600614,5.774699963800307,0.17316917004669866,2.3206534600752975,0.5801633650188244,1.0
0.25,1,ppo,1,ppo,0.9999999999999999,11.549399927600614,5.774699963800307,0.17316917004669866,3.1617716357849486,0.7904429089462371,1.0
0.25,1,ppo,2,ppo,0.9979118260463428,11.549399927600614,5.774699963800307,0.17316917004669866,3.2832322571446886,0.8208080642861721,1.0
0.25,1,ppo,3,ppo,0.9973233517374596,11.549399927600614,5.774699963800307,0.17316917004669866,4.276856229442906,1.0692140573607265,0.0
0.25,1,ppo,4,ppo,0.9902764903782414,11.549399927600614,5.774699963800307,0.17316917004669866,3.663760732428694,0.9159401831071735,1.0
0.25,1,ppo,5,ppo,0.979404007091858,11.549399927600614,5.774699963800307,0.17316917004669866,3.8394000622417352,0.9598500155604338,1.0
0.25,1,ppo,6,ppo,0.9895670034454194,11.549399927600614,5.774699963800307,0.17316917004669866,4.0135094325754475,1.0033773581438619,0.0
0.25,1,ppo,7,ppo,0.992147056371811,11.549399927600614,5.774699963800307,0.17316917004669866,2.7790125764225113,0.6947531441056278,1.0
0.25,1,ppo,8,ppo,0.9832359974147655,11.549399927600614,5.774699963800307,0.17316917004669866,4.636800393156206,1.1592000982890516,0.0
0.25,1,ppo,9,ppo,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.9294521542354133,0.9823630385588533,1.0
0.25,1,ppo,10,ppo,0.996846262640178,11.549399927600614,5.774699963800307,0.17316917004669866,4.150829792120958,1.0377074480302395,0.0
0.25,1,ppo,11,ppo,0.9930331861286797,11.549399927600614,5.774699963800307,0.17316917004669866,2.7673458592276905,0.6918364648069226,1.0
0.25,1,ppo,12,ppo,0.9930294770994421,11.549399927600614,5.774699963800307,0.17316917004669866,4.469115934573788,1.117278983643447,0.0
0.25,1,ppo,13,ppo,0.9841849318997468,11.549399927600614,5.774699963800307,0.17316917004669866,3.608486640363806,0.9021216600909515,1.0
0.25,1,ppo,14,ppo,0.9867860083081644,11.549399927600614,5.774699963800307,0.17316917004669866,4.056217635720479,1.0140544089301198,0.0
0.25,1,ppo,15,ppo,0.9852751129791834,11.549399927600614,5.774699963800307,0.17316917004669866,3.151460355643853,0.7878650889109633,1.0
0.25,1,ppo,16,ppo,0.9879077523041808,11.549399927600614,5.774699963800307,0.17316917004669866,2.89240908010752,0.72310227002688,1.0
0.25,1,mse_oracle,1,raw,0.9999999999999999,11.549399927600614,5.774699963800307,0.17316917004669866,3.1617716357849486,0.7904429089462371,1.0
0.25,1,mse_oracle,2,raw,0.9979118260463428,11.549399927600614,5.774699963800307,0.17316917004669866,3.2832322571446886,0.8208080642861721,1.0
0.25,1,mse_oracle,3,raw,0.9973233517374596,11.549399927600614,5.774699963800307,0.17316917004669866,4.276856229442906,1.0692140573607265,0.0
0.25,1,mse_oracle,4,ppo,0.9902764903782414,11.549399927600614,5.774699963800307,0.17316917004669866,3.663760732428694,0.9159401831071735,1.0
0.25,1,mse_oracle,5,raw,0.979404007091858,11.549399927600614,5.774699963800307,0.17316917004669866,3.3059660615170645,0.8264915153792661,1.0
0.25,1,mse_oracle,6,raw,0.9861620920785316,11.549399927600614,5.774699963800307,0.17316917004669866,3.9865108793962585,0.9966277198490646,1.0
0.25,1,mse_oracle,7,ppo,0.9872664351821556,11.549399927600614,5.774699963800307,0.17316917004669866,2.459844344292772,0.614961086073193,1.0
0.25,1,mse_oracle,8,ppo,0.9769006199705205,11.549399927600614,5.774699963800307,0.17316917004669866,4.719982330914714,1.1799955827286785,0.0
0.25,1,mse_oracle,9,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.938476134226397,0.9846190335565993,1.0
0.25,1,mse_oracle,10,raw,0.9968083625528312,11.549399927600614,5.774699963800307,0.17316917004669866,4.144301786688103,1.0360754466720257,0.0
0.25,1,mse_oracle,11,ppo,0.9932687194712349,11.549399927600614,5.774699963800307,0.17316917004669866,3.2559788856896468,0.8139947214224117,1.0
0.25,1,mse_oracle,12,ppo,0.99396158165193,11.549399927600614,5.774699963800307,0.17316917004669866,4.307344978545776,1.076836244636444,0.0
0.25,1,mse_oracle,13,ppo,0.9853445187315952,11.549399927600614,5.774699963800307,0.17316917004669866,3.2172411192872703,0.8043102798218176,1.0
0.25,1,mse_oracle,14,ppo,0.9877578692184908,11.549399927600614,5.774699963800307,0.17316917004669866,4.018630154855609,1.0046575387139023,0.0
0.25,1,mse_oracle,15,ppo,0.9861830213851605,11.549399927600614,5.774699963800307,0.17316917004669866,3.663982965326412,0.915995741331603,1.0
0.25,1,mse_oracle,16,ppo,0.9893989484448492,11.549399927600614,5.774699963800307,0.17316917004669866,2.638724283069021,0.6596810707672552,1.0
0.25,2,raw,1,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.382515803081753,0.8456289507704382,1.0
0.25,2,raw,2,raw,0.9982160298035009,11.549399927600614,5.774699963800307,0.17316917004669866,3.417970004812907,0.8544925012032267,1.0
0.25,2,raw,3,raw,0.9958235619858856,11.549399927600614,5.774699963800307,0.17316917004669866,4.057398568546981,1.0143496421367453,0.0
0.25,2,raw,4,raw,0.9970398806394464,11.549399927600614,5.774699963800307,0.17316917004669866,3.5714670773850914,0.8928667693462728,1.0
0.25,2,raw,5,raw,0.9938975388313526,11.549399927600614,5.774699963800307,0.17316917004669866,3.269370181723058,0.8173425454307645,1.0
0.25,2,raw,6,raw,0.9953485634207666,11.549399927600614,5.774699963800307,0.17316917004669866,4.6587177365732435,1.1646794341433109,0.0
0.25,2,raw,7,raw,0.979874787942799,11.549399927600614,5.774699963800307,0.17316917004669866,3.940089569311697,0.9850223923279242,1.0
0.25,2,raw,8,raw,0.9872456282734855,11.549399927600614,5.774699963800307,0.17316917004669866,3.274874136333298,0.8187185340833245,1.0
0.25,2,raw,9,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.7035502859367297,0.9258875714841824,1.0
0.25,2,raw,10,raw,0.9969644541774089,11.549399927600614,5.774699963800307,0.17316917004669866,3.8439306647765683,0.9609826661941421,1.0
0.25,2,raw,11,raw,0.997352526524668,11.549399927600614,5.774699963800307,0.17316917004669866,2.627453835344291,0.6568634588360728,1.0
0.25,2,raw,12,raw,0.9959702722338273,11.549399927600614,5.774699963800307,0.17316917004669866,4.204370257490331,1.0510925643725828,0.0
0.25,2,raw,13,raw,0.9868398008603523,11.549399927600614,5.774699963800307,0.17316917004669866,3.9306935614855445,0.9826733903713861,1.0
0.25,2,raw,14,raw,0.9549127910810586,11.549399927600614,5.774699963800307,0.17316917004669866,3.9107273249290255,0.9776818312322564,1.0
0.25,2,raw,15,raw,0.971878079941647,11.549399927600614,5.774699963800307,0.17316917004669866,3.8970955652777164,0.9742738913194291,1.0
0.25,2,raw,16,raw,0.9665357577133178,11.549399927600614,5.774699963800307,0.17316917004669866,4.236025417188251,1.0590063542970627,0.0
0.25,2,ppo,1,ppo,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.382515803081753,0.8456289507704382,1.0
0.25,2,ppo,2,ppo,0.9982160298035009,11.549399927600614,5.774699963800307,0.17316917004669866,3.417970004812907,0.8544925012032267,1.0
0.25,2,ppo,3,ppo,0.9958235619858856,11.549399927600614,5.774699963800307,0.17316917004669866,4.057398568546981,1.0143496421367453,0.0
0.25,2,ppo,4,ppo,0.9970398806394464,11.549399927600614,5.774699963800307,0.17316917004669866,3.5714670773850914,0.8928667693462728,1.0
0.25,2,ppo,5,ppo,0.9938975388313526,11.549399927600614,5.774699963800307,0.17316917004669866,3.9326044972091787,0.9831511243022947,1.0
0.25,2,ppo,6,ppo,0.9956207723505399,11.549399927600614,5.774699963800307,0.17316917004669866,4.652279827767557,1.1630699569418892,0.0
0.25,2,ppo,7,ppo,0.9809347300289329,11.549399927600614,5.774699963800307,0.17316917004669866,4.244681332525568,1.061170333131392,0.0
0.25,2,ppo,8,ppo,0.9892608782552417,11.549399927600614,5.774699963800307,0.17316917004669866,3.586772922946111,0.8966932307365277,1.0
0.25,2,ppo,9,ppo,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.368260434611577,0.8420651086528943,1.0
0.25,2,ppo,10,ppo,0.9978490942168712,11.549399927600614,5.774699963800307,0.17316917004669866,3.79550033849575,0.9488750846239375,1.0
0.25,2,ppo,11,ppo,0.9971974502442716,11.549399927600614,5.774699963800307,0.17316917004669866,2.479602595862995,0.6199006489657487,1.0
0.25,2,ppo,12,ppo,0.9954533762477858,11.549399927600614,5.774699963800307,0.17316917004669866,3.7080956028889434,0.9270239007222358,1.0
0.25,2,ppo,13,ppo,0.9853823723991275,11.549399927600614,5.774699963800307,0.17316917004669866,2.3185798242985793,0.5796449560746448,1.0
0.25,2,ppo,14,ppo,0.9826416091417591,11.549399927600614,5.774699963800307,0.17316917004669866,3.907894808894333,0.9769737022235833,1.0
0.25,2,ppo,15,ppo,0.9782934906811929,11.549399927600614,5.774699963800307,0.17316917004669866,4.614809624925529,1.1537024062313823,0.0
0.25,2,ppo,16,ppo,0.9831452386129743,11.549399927600614,5.774699963800307,0.17316917004669866,4.515149374360087,1.1287873435900218,0.0
0.25,2,mse_oracle,1,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.382515803081753,0.8456289507704382,1.0
0.25,2,mse_oracle,2,raw,0.9982160298035009,11.549399927600614,5.774699963800307,0.17316917004669866,3.417970004812907,0.8544925012032267,1.0
0.25,2,mse_oracle,3,ppo,0.9958235619858856,11.549399927600614,5.774699963800307,0.17316917004669866,4.057398568546981,1.0143496421367453,0.0
0.25,2,mse_oracle,4,raw,0.9970398806394464,11.549399927600614,5.774699963800307,0.17316917004669866,3.5714670773850914,0.8928667693462728,1.0
0.25,2,mse_oracle,5,ppo,0.9938975388313526,11.549399927600614,5.774699963800307,0.17316917004669866,3.9326044972091787,0.9831511243022947,1.0
0.25,2,mse_oracle,6,ppo,0.9956207723505399,11.549399927600614,5.774699963800307,0.17316917004669866,4.652279827767557,1.1630699569418892,0.0
0.25,2,mse_oracle,7,ppo,0.9809347300289329,11.549399927600614,5.774699963800307,0.17316917004669866,4.244681332525568,1.061170333131392,0.0
0.25,2,mse_oracle,8,ppo,0.9892608782552417,11.549399927600614,5.774699963800307,0.17316917004669866,3.586772922946111,0.8966932307365277,1.0
0.25,2,mse_oracle,9,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.368260434611577,0.8420651086528943,1.0
0.25,2,mse_oracle,10,raw,0.9978490942168712,11.549399927600614,5.774699963800307,0.17316917004669866,3.79550033849575,0.9488750846239375,1.0
0.25,2,mse_oracle,11,ppo,0.9971974502442716,11.549399927600614,5.774699963800307,0.17316917004669866,2.479602595862995,0.6199006489657487,1.0
0.25,2,mse_oracle,12,ppo,0.9954533762477858,11.549399927600614,5.774699963800307,0.17316917004669866,3.7080956028889434,0.9270239007222358,1.0
0.25,2,mse_oracle,13,ppo,0.9853823723991275,11.549399927600614,5.774699963800307,0.17316917004669866,2.3185798242985793,0.5796449560746448,1.0
0.25,2,mse_oracle,14,ppo,0.9826416091417591,11.549399927600614,5.774699963800307,0.17316917004669866,3.907894808894333,0.9769737022235833,1.0
0.25,2,mse_oracle,15,ppo,0.9782934906811929,11.549399927600614,5.774699963800307,0.17316917004669866,4.614809624925529,1.1537024062313823,0.0
0.25,2,mse_oracle,16,ppo,0.9831452386129743,11.549399927600614,5.774699963800307,0.17316917004669866,4.515149374360087,1.1287873435900218,0.0
0.25,3,raw,1,raw,0.9999999999999999,11.549399927600614,5.774699963800307,0.17316917004669866,4.16374760551163,1.0409369013779075,0.0
0.25,3,raw,2,raw,0.9943914326249118,11.549399927600614,5.774699963800307,0.17316917004669866,2.997193931210444,0.749298482802611,1.0
0.25,3,raw,3,raw,0.994990539481754,11.549399927600614,5.774699963800307,0.17316917004669866,4.338510726731927,1.0846276816829818,0.0
0.25,3,raw,4,raw,0.9899603637348632,11.549399927600614,5.774699963800307,0.17316917004669866,4.24157384733344,1.06039346183336,0.0
0.25,3,raw,5,raw,0.9824217312573322,11.549399927600614,5.774699963800307,0.17316917004669866,3.9621066140020207,0.9905266535005052,1.0
0.25,3,raw,6,raw,0.9852904807722294,11.549399927600614,5.774699963800307,0.17316917004669866,2.477609685127315,0.6194024212818288,1.0
0.25,3,raw,7,raw,0.9891524414656765,11.549399927600614,5.774699963800307,0.17316917004669866,2.6829493726442784,0.6707373431610696,1.0
0.25,3,raw,8,raw,0.9801765677775753,11.549399927600614,5.774699963800307,0.17316917004669866,4.0161919447953505,1.0040479861988376,0.0
0.25,3,raw,9,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.7587238812135726,0.9396809703033931,1.0
0.25,3,raw,10,raw,0.9966851416459529,11.549399927600614,5.774699963800307,0.17316917004669866,3.751409916846144,0.937852479211536,1.0
0.25,3,raw,11,raw,0.9889324597459693,11.549399927600614,5.774699963800307,0.17316917004669866,3.950011895917988,0.987502973979497,1.0
0.25,3,raw,12,raw,0.9841676972464296,11.549399927600614,5.774699963800307,0.17316917004669866,4.390659585897003,1.0976648964742508,0.0
0.25,3,raw,13,raw,0.9618732778189557,11.549399927600614,5.774699963800307,0.17316917004669866,3.631978630858272,0.907994657714568,1.0
0.25,3,raw,14,raw,0.9856258201193543,11.549399927600614,5.774699963800307,0.17316917004669866,3.6477892916982118,0.9119473229245529,1.0
0.25,3,raw,15,raw,0.9661100338467863,11.549399927600614,5.774699963800307,0.17316917004669866,3.8304841452699407,0.9576210363174852,1.0
0.25,3,raw,16,raw,0.9762401553873704,11.549399927600614,5.774699963800307,0.17316917004669866,4.562341481732485,1.1405853704331212,0.0
0.25,3,ppo,1,ppo,0.9999999999999999,11.549399927600614,5.774699963800307,0.17316917004669866,4.16374760551163,1.0409369013779075,0.0
0.25,3,ppo,2,ppo,0.9943914326249118,11.549399927600614,5.774699963800307,0.17316917004669866,2.997193931210444,0.749298482802611,1.0
0.25,3,ppo,3,ppo,0.994990539481754,11.549399927600614,5.774699963800307,0.17316917004669866,4.338510726731927,1.0846276816829818,0.0
0.25,3,ppo,4,ppo,0.9899603637348632,11.549399927600614,5.774699963800307,0.17316917004669866,4.24157384733344,1.06039346183336,0.0
0.25,3,ppo,5,ppo,0.9824217312573322,11.549399927600614,5.774699963800307,0.17316917004669866,4.004190477483,1.00104761937075,0.0
0.25,3,ppo,6,ppo,0.9875111500192678,11.549399927600614,5.774699963800307,0.17316917004669866,2.638709003163073,0.6596772507907682,1.0
0.25,3,ppo,7,ppo,0.9920674789987415,11.549399927600614,5.774699963800307,0.17316917004669866,2.5796475415248215,0.6449118853812054,1.0
0.25,3,ppo,8,ppo,0.9876889343267043,11.549399927600614,5.774699963800307,0.17316917004669866,4.026011404553561,1.0065028511383902,0.0
0.25,3,ppo,9,ppo,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.7744742459656324,0.9436185614914081,1.0
0.25,3,ppo,10,ppo,0.9965356754224328,11.549399927600614,5.774699963800307,0.17316917004669866,4.282521598841125,1.0706303997102813,0.0
0.25,3,ppo,11,ppo,0.985888982286181,11.549399927600614,5.774699963800307,0.17316917004669866,4.161958058912932,1.040489514728233,0.0
0.25,3,ppo,12,ppo,0.9876060505669032,11.549399927600614,5.774699963800307,0.17316917004669866,4.23213545132529,1.0580338628313224,0.0
0.25,3,ppo,13,ppo,0.9668079627438672,11.549399927600614,5.774699963800307,0.17316917004669866,4.457008223283212,1.114252055820803,0.0
0.25,3,ppo,14,ppo,0.9883453543103494,11.549399927600614,5.774699963800307,0.17316917004669866,4.364774882828893,1.0911937207072233,0.0
0.25,3,ppo,15,ppo,0.9858247071779174,11.549399927600614,5.774699963800307,0.17316917004669866,3.729108255127256,0.932277063781814,1.0
0.25,3,ppo,16,ppo,0.9816925976958447,11.549399927600614,5.774699963800307,0.17316917004669866,4.6073621346057685,1.1518405336514421,0.0
0.25,3,mse_oracle,1,raw,0.9999999999999999,11.549399927600614,5.774699963800307,0.17316917004669866,4.16374760551163,1.0409369013779075,0.0
0.25,3,mse_oracle,2,ppo,0.9943914326249118,11.549399927600614,5.774699963800307,0.17316917004669866,2.997193931210444,0.749298482802611,1.0
0.25,3,mse_oracle,3,ppo,0.994990539481754,11.549399927600614,5.774699963800307,0.17316917004669866,4.338510726731927,1.0846276816829818,0.0
0.25,3,mse_oracle,4,ppo,0.9899603637348632,11.549399927600614,5.774699963800307,0.17316917004669866,4.24157384733344,1.06039346183336,0.0
0.25,3,mse_oracle,5,ppo,0.9824217312573322,11.549399927600614,5.774699963800307,0.17316917004669866,4.004190477483,1.00104761937075,0.0
0.25,3,mse_oracle,6,ppo,0.9875111500192678,11.549399927600614,5.774699963800307,0.17316917004669866,2.638709003163073,0.6596772507907682,1.0
0.25,3,mse_oracle,7,ppo,0.9920674789987415,11.549399927600614,5.774699963800307,0.17316917004669866,2.5796475415248215,0.6449118853812054,1.0
0.25,3,mse_oracle,8,ppo,0.9876889343267043,11.549399927600614,5.774699963800307,0.17316917004669866,4.026011404553561,1.0065028511383902,0.0
0.25,3,mse_oracle,9,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.7744742459656324,0.9436185614914081,1.0
0.25,3,mse_oracle,10,raw,0.9965356754224328,11.549399927600614,5.774699963800307,0.17316917004669866,4.282521598841125,1.0706303997102813,0.0
0.25,3,mse_oracle,11,ppo,0.985888982286181,11.549399927600614,5.774699963800307,0.17316917004669866,4.161958058912932,1.040489514728233,0.0
0.25,3,mse_oracle,12,ppo,0.9876060505669032,11.549399927600614,5.774699963800307,0.17316917004669866,4.23213545132529,1.0580338628313224,0.0
0.25,3,mse_oracle,13,raw,0.9668079627438672,11.549399927600614,5.774699963800307,0.17316917004669866,3.948581167924843,0.9871452919812107,1.0
0.25,3,mse_oracle,14,ppo,0.9839551872074228,11.549399927600614,5.774699963800307,0.17316917004669866,4.437399084603952,1.109349771150988,0.0
0.25,3,mse_oracle,15,ppo,0.9824542498714448,11.549399927600614,5.774699963800307,0.17316917004669866,3.7736431584458083,0.9434107896114521,1.0
0.25,3,mse_oracle,16,ppo,0.9814806859070546,11.549399927600614,5.774699963800307,0.17316917004669866,4.581799443397778,1.1454498608494446,0.0
0.25,4,raw,1,raw,1.0,11.549399927600614,5.774699963800307,0.17316917004669866,3.2166217606354657,0.8041554401588664,1.0
0.25,4,raw,2,raw,0.9984496853472626,11.549399927600614,5.774699963800307,0.17316917004669866,3.8080859613889837,0.9520214903472459,1.0
0.25,4,raw,3,raw,0.9930757572998813,11.549399927600614,5.774699963800307,0.17316917004669866,3.8064328951336415,0.9516082237834104,1.0
